tweet_created_at,tweet_display_text_range,tweet_entities,Text,tweet_id,tweet_lang,tweet_metadata,ReplyCount,LikeCount,user_followers_count,user_following,user_id,user_lang,hashtag
Fri Sep 07 16:25:06 +0000 2018,"[0, 75]","{'hashtags': [{'text': 'quote', 'indices': [47, 53]}, {'text': 'motivation', 'indices': [54, 65]}, {'text': 'justdoit', 'indices': [66, 75]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1038100853872197632, 'id_str': '1038100853872197632', 'indices': [76, 99], 'media_url': 'http://pbs.twimg.com/media/DmgTOfwVAAAJqoh.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DmgTOfwVAAAJqoh.jpg', 'url': 'https://t.co/J9lLdszdW6', 'display_url': 'pic.twitter.com/J9lLdszdW6', 'expanded_url': 'https://twitter.com/UltraYOUwoman/status/1038100857932394496/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 612, 'h': 612, 'resize': 'fit'}, 'large': {'w': 612, 'h': 612, 'resize': 'fit'}, 'medium': {'w': 612, 'h': 612, 'resize': 'fit'}}}]}",done better perfect sheryl sandberg quote motivation justdoit,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,307,57983,FALSE,3188618684,en,quote
Fri Sep 07 16:24:59 +0000 2018,"[0, 237]","{'hashtags': [{'text': 'hero', 'indices': [90, 95]}, {'text': 'fdny', 'indices': [96, 101]}, {'text': 'likesforlikes', 'indices': [102, 116]}, {'text': 'promo', 'indices': [117, 123]}, {'text': 'music', 'indices': [124, 130]}, {'text': 'instagood', 'indices': [131, 141]}, {'text': 'instadaily', 'indices': [142, 153]}, {'text': 'postoftheday', 'indices': [154, 167]}, {'text': 'bestoftheday', 'indices': [168, 181]}, {'text': 'justdoit', 'indices': [182, 191]}, {'text': 'nike', 'indices': [192, 197]}, {'text': 'picoftheday', 'indices': [198, 210]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/sFobQ2ukpo', 'expanded_url': 'https://www.facebook.com/241998672453/posts/10156871528042454/', 'display_url': 'facebook.com/241998672453/p…', 'indices': [214, 237]}]}",shout great fire department tour much love nyc hero fdny likesforlikes promo music instagood instadaily postoftheday bestoftheday justdoit nike picoftheday,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,1178,13241,FALSE,18387174,en,hero
Fri Sep 07 16:24:50 +0000 2018,"[0, 176]","{'hashtags': [{'text': 'JustDoIt', 'indices': [127, 136]}, {'text': '4YourMorning', 'indices': [137, 150]}, {'text': '4YourMemeCollection', 'indices': [151, 171]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1038100773396041728, 'id_str': '1038100773396041728', 'indices': [177, 200], 'media_url': 'http://pbs.twimg.com/media/DmgTJz9UUAA57tu.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DmgTJz9UUAA57tu.jpg', 'url': 'https://t.co/6ok9qR6k6M', 'display_url': 'pic.twitter.com/6ok9qR6k6M', 'expanded_url': 'https://twitter.com/rachelbogle/status/1038100793147248640/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1957, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 1147, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 650, 'h': 680, 'resize': 'fit'}}}]}",amazingly hilarious nike ad memes happening newsfeed soooo decided get little creative justdoit yourmorning yourmemecollection,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,11864,11377,FALSE,32645612,en,JustDoIt
Fri Sep 07 16:24:44 +0000 2018,"[0, 88]","{'hashtags': [{'text': 'kapernickeffect', 'indices': [0, 16]}, {'text': 'swoosh', 'indices': [17, 24]}, {'text': 'justdoit', 'indices': [25, 34]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/BhPBnjOkuU', 'expanded_url': 'https://www.instagram.com/p/Bnbna3mhMgN21kk-5cZNvdYBBLoalVeRhnUJh00/?utm_source=ig_twitter_share&igshid=17b366pgjetob', 'display_url': 'instagram.com/p/Bnbna3mhMgN2…', 'indices': [65, 88]}]}",kapernickeffect swoosh justdoit lucas bishops cigar lounge,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,487,218,FALSE,175932740,en,kapernickeffect
Fri Sep 07 16:24:39 +0000 2018,"[0, 132]","{'hashtags': [{'text': 'shaquem', 'indices': [74, 82]}, {'text': 'NFL', 'indices': [84, 88]}, {'text': 'Seattle', 'indices': [89, 97]}, {'text': 'Seahawks', 'indices': [98, 107]}, {'text': 'griffin', 'indices': [108, 116]}, {'text': 'JustDoIt', 'indices': [117, 126]}, {'text': 'Nike', 'indices': [127, 132]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/0EbEmwULLF', 'expanded_url': 'https://www.noluckneeded.com/one-hand-one-dream-shaquem-griffin-the-nfl-rookie-t21056.html', 'display_url': 'noluckneeded.com/one-hand-one-d…', 'indices': [48, 71]}], 'media': [{'id': 1038100736595255296, 'id_str': '1038100736595255296', 'indices': [133, 156], 'media_url': 'http://pbs.twimg.com/media/DmgTHq3U4AAYsl3.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DmgTHq3U4AAYsl3.jpg', 'url': 'https://t.co/pr8eosDZS7', 'display_url': 'pic.twitter.com/pr8eosDZS7', 'expanded_url': 'https://twitter.com/NoLuckNeeded/status/1038100745344753665/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 759, 'h': 420, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 376, 'resize': 'fit'}, 'large': {'w': 759, 'h': 420, 'resize': 'fit'}}}]}",one hand one dream shaquem griffin story shaquem nfl seattle seahawks griffin justdoit nike,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,32971,13731,FALSE,22306628,en,shaquem
Fri Sep 07 16:24:35 +0000 2018,"[17, 96]","{'hashtags': [{'text': 'JUSTDOIT', 'indices': [87, 96]}], 'symbols': [], 'user_mentions': [{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [0, 16]}], 'urls': []}",realdonaldtrump time stock new running apparel nike justdoit,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,9622,64,FALSE,15566700,en,JUSTDOIT
Fri Sep 07 16:24:24 +0000 2018,"[0, 89]","{'hashtags': [{'text': 'RegisterToVote', 'indices': [56, 71]}, {'text': 'JustDoIt', 'indices': [80, 89]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/x9I3qgZDEH', 'expanded_url': 'https://twitter.com/NathanLerner/status/1037813342008692736', 'display_url': 'twitter.com/NathanLerner/s…', 'indices': [90, 113]}]}",wont trump protect elections think registertovote vote justdoit,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,16358,11555,FALSE,174307749,en,RegisterToVote
Fri Sep 07 16:24:13 +0000 2018,"[0, 138]","{'hashtags': [{'text': 'JustDoIt', 'indices': [129, 138]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Nike', 'name': 'Nike', 'id': 415859364, 'id_str': '415859364', 'indices': [0, 5]}], 'urls': []}",nike good job shaking whole world see millions millions dollars worth free advertising justdoit,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,921,88,FALSE,7.44E+17,en,JustDoIt
Fri Sep 07 16:24:09 +0000 2018,"[0, 143]","{'hashtags': [{'text': 'JustDoIt', 'indices': [105, 114]}, {'text': 'TakeAKnee', 'indices': [115, 125]}, {'text': 'TakeAKneeInNikes', 'indices': [126, 143]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Nike', 'name': 'Nike', 'id': 415859364, 'id_str': '415859364', 'indices': [75, 80]}, {'screen_name': 'nikestore', 'name': 'Nike.com', 'id': 17351972, 'id_str': '17351972', 'indices': [81, 91]}, {'screen_name': 'Kaepernick7', 'name': 'Colin Kaepernick', 'id': 45055696, 'id_str': '45055696', 'indices': [92, 104]}], 'urls': [], 'media': [{'id': 1038099973278244864, 'id_str': '1038099973278244864', 'indices': [144, 167], 'media_url': 'http://pbs.twimg.com/media/DmgSbPSXoAAMNaO.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DmgSbPSXoAAMNaO.jpg', 'url': 'https://t.co/TIFLnv2puQ', 'display_url': 'pic.twitter.com/TIFLnv2puQ', 'expanded_url': 'https://twitter.com/elizmopi/status/1038100620580933634/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 900, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1536, 'resize': 'fit'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}}}]}",great way meet good peoplewearing nike gear park thanks nike nikestore kaepernick justdoit takeaknee takeakneeinnikes,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,14866,393,FALSE,21149200,en,JustDoIt
Fri Sep 07 16:23:51 +0000 2018,"[0, 122]","{'hashtags': [{'text': 'FX', 'indices': [48, 51]}, {'text': 'FeelGoodFriday', 'indices': [52, 67]}, {'text': 'FridayFeeling', 'indices': [68, 82]}, {'text': 'TRADERMONI', 'indices': [83, 94]}, {'text': 'JustDoIt', 'indices': [95, 104]}, {'text': 'FridayMotivation', 'indices': [105, 122]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1038100525554827266, 'id_str': '1038100525554827266', 'indices': [123, 146], 'media_url': 'http://pbs.twimg.com/media/DmgS7YrXgAISaug.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DmgS7YrXgAISaug.jpg', 'url': 'https://t.co/rtmVToSucq', 'display_url': 'pic.twitter.com/rtmVToSucq', 'expanded_url': 'https://twitter.com/icmnigeria/status/1038100542818533376/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1200, 'h': 1167, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1280, 'h': 1245, 'resize': 'fit'}, 'small': {'w': 680, 'h': 661, 'resize': 'fit'}}}]}",leadtrade succeed icm please retweet fx feelgoodfriday fridayfeeling tradermoni justdoit fridaymotivation,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,15,7,FALSE,1.03E+18,en,FX
Fri Sep 07 16:23:41 +0000 2018,"[0, 29]","{'hashtags': [{'text': 'JustDoIt', 'indices': [20, 29]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1038100496085446657, 'id_str': '1038100496085446657', 'indices': [30, 53], 'media_url': 'http://pbs.twimg.com/media/DmgS5q5UcAE_807.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DmgS5q5UcAE_807.jpg', 'url': 'https://t.co/zY7VDa5Q0X', 'display_url': 'pic.twitter.com/zY7VDa5Q0X', 'expanded_url': 'https://twitter.com/MERKE15/status/1038100501521416192/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 926, 'h': 926, 'resize': 'fit'}, 'large': {'w': 926, 'h': 926, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}}]}",favorites far justdoit,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,4192,493,FALSE,287412793,en,JustDoIt
Fri Sep 07 16:23:40 +0000 2018,"[0, 195]","{'hashtags': [{'text': 'NikeBoycott', 'indices': [148, 160]}, {'text': 'JustDoIt', 'indices': [161, 170]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Nike', 'name': 'Nike', 'id': 415859364, 'id_str': '415859364', 'indices': [36, 41]}], 'urls': [{'url': 'https://t.co/abSV7fP7YN', 'expanded_url': 'https://www.2ndvote.com/colin-kaepernick-know-new-buddies-nike-donate-ending-black-lives/', 'display_url': '2ndvote.com/colin-kaeperni…', 'indices': [172, 195]}]}",colin kaepernicks business partner nike sends millions dollars groups target black lives gruesome deaths domestically abroad nikeboycott justdoit,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,767,3298,FALSE,538533358,en,NikeBoycott
Fri Sep 07 16:23:37 +0000 2018,"[12, 62]","{'hashtags': [{'text': 'JustDoIt', 'indices': [49, 58]}], 'symbols': [], 'user_mentions': [{'screen_name': 'CSPensions', 'name': 'CrusaderSterling', 'id': 1381395144, 'id_str': '1381395144', 'indices': [0, 11]}], 'urls': []}",cspensions cat lion justdoit,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,736,329,FALSE,305589676,en,JustDoIt
Fri Sep 07 16:23:30 +0000 2018,"[17, 151]","{'hashtags': [{'text': 'JustDoIt', 'indices': [142, 151]}], 'symbols': [], 'user_mentions': [{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [0, 16]}, {'screen_name': 'ColinKaperneck7', 'name': 'Collinkaperneck7', 'id': 2720677291, 'id_str': '2720677291', 'indices': [72, 88]}], 'urls': []}",realdonaldtrump thinking history judge treatment colinkaperneck come side decided lead justdoit,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,2303,80,FALSE,2442615413,en,JustDoIt
Fri Sep 07 16:23:27 +0000 2018,"[15, 64]","{'hashtags': [{'text': 'JustDoIt', 'indices': [41, 50]}, {'text': 'SpartacAssJr', 'indices': [51, 64]}], 'symbols': [], 'user_mentions': [{'screen_name': 'RepAdamSchiff', 'name': 'Adam Schiff', 'id': 29501253, 'id_str': '29501253', 'indices': [0, 14]}, {'screen_name': 'RepAdamSchiff', 'name': 'Adam Schiff', 'id': 29501253, 'id_str': '29501253', 'indices': [24, 38]}], 'urls': []}",repadamschiff go ahead repadamschiff justdoit spartacassjr,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,4120,192,FALSE,42350706,en,JustDoIt
Fri Sep 07 16:23:21 +0000 2018,"[0, 46]","{'hashtags': [{'text': 'JustDoIt', 'indices': [37, 46]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/vPOkgfchFR', 'expanded_url': 'https://twitter.com/CSPensions/status/1037384968316624896', 'display_url': 'twitter.com/CSPensions/sta…', 'indices': [47, 70]}]}",cat lion justdoit,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,736,329,FALSE,305589676,en,JustDoIt
Fri Sep 07 16:23:17 +0000 2018,"[0, 216]","{'hashtags': [{'text': 'socialism', 'indices': [0, 10]}, {'text': 'JustDoIt', 'indices': [26, 35]}, {'text': 'Truth', 'indices': [151, 157]}, {'text': 'kaga2018', 'indices': [158, 167]}, {'text': 'kag2020', 'indices': [168, 176]}, {'text': 'Maga', 'indices': [177, 182]}, {'text': 'FakeNews', 'indices': [183, 192]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/FsJZyVC98J', 'expanded_url': 'https://lnkd.in/d9zbVSN', 'display_url': 'lnkd.in/d9zbVSN', 'indices': [193, 216]}]}",socialism like justdoit ya know like works stuff mean come like greatest thing ever mean like duh truth kaga kag maga fakenews,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,8623,9585,FALSE,7.95E+17,en,socialism
Fri Sep 07 16:23:09 +0000 2018,"[0, 268]","{'hashtags': [{'text': 'JustDoIt', 'indices': [259, 268]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Nike', 'name': 'Nike', 'id': 415859364, 'id_str': '415859364', 'indices': [4, 9]}], 'urls': []}",hey nike stood country served nation flag youre enthused kneel stood something gave everything want impress hire real man ads hire marine bitchy millionaire gave nothing justdoit,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",1,34631,19427,FALSE,1096452331,en,JustDoIt
Fri Sep 07 16:23:02 +0000 2018,"[0, 280]","{'hashtags': [{'text': 'JustDoIt', 'indices': [28, 37]}, {'text': 'VoteRedToSaveAmerica', 'indices': [246, 267]}, {'text': 'VoteRed2018', 'indices': [268, 280]}], 'symbols': [], 'user_mentions': [{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [151, 167]}, {'screen_name': 'POTUS', 'name': 'President Trump', 'id': 822215679726100480, 'id_str': '822215679726100480', 'indices': [237, 243]}], 'urls': [], 'media': [{'id': 1038100330175758336, 'id_str': '1038100330175758336', 'indices': [281, 304], 'media_url': 'http://pbs.twimg.com/media/DmgSwA1XgAAv35T.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DmgSwA1XgAAv35T.jpg', 'url': 'https://t.co/rm7XBt3W9l', 'display_url': 'pic.twitter.com/rm7XBt3W9l', 'expanded_url': 'https://twitter.com/1776HotLips/status/1038100337549295616/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 519, 'resize': 'fit'}, 'medium': {'w': 913, 'h': 697, 'resize': 'fit'}, 'large': {'w': 913, 'h': 697, 'resize': 'fit'}}}]}",ive seen lot memes justdoit particular one struck mehaunting speaks far left go undermine realdonaldtrump amp true american patriots lets job help potus voteredtosaveamerica votered,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",1,6868,10257,FALSE,9.82E+17,en,JustDoIt
Fri Sep 07 16:22:55 +0000 2018,"[0, 186]","{'hashtags': [{'text': 'Kavanaugh', 'indices': [81, 91]}, {'text': 'justdoit', 'indices': [177, 186]}], 'symbols': [], 'user_mentions': [], 'urls': []}",abortion stops beating heart imagine lives save get kavanaugh court democrats eager confirm sake children justdoit,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,152888,3837,FALSE,462683900,en,Kavanaugh
Fri Sep 07 16:22:41 +0000 2018,"[6, 50]","{'hashtags': [{'text': 'JustDoIt', 'indices': [41, 50]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Nike', 'name': 'Nike', 'id': 415859364, 'id_str': '415859364', 'indices': [0, 5]}], 'urls': []}",nike favorite nike commercial ever justdoit,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,2574,39,FALSE,1511279516,en,JustDoIt
Fri Sep 07 16:22:19 +0000 2018,"[0, 261]","{'hashtags': [{'text': 'nike', 'indices': [154, 159]}, {'text': 'kaepernick7', 'indices': [160, 172]}, {'text': 'justdoit', 'indices': [173, 182]}, {'text': 'FridayFeeling', 'indices': [229, 243]}, {'text': 'FridayMotivation', 'indices': [244, 261]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Kaepernick7', 'name': 'Colin Kaepernick', 'id': 45055696, 'id_str': '45055696', 'indices': [183, 195]}, {'screen_name': 'Nike', 'name': 'Nike', 'id': 415859364, 'id_str': '415859364', 'indices': [196, 201]}, {'screen_name': 'nikesportswear', 'name': 'Nike Sportswear', 'id': 98533811, 'id_str': '98533811', 'indices': [202, 217]}, {'screen_name': 'nikewomen', 'name': 'NikeWomen', 'id': 137440868, 'id_str': '137440868', 'indices': [218, 228]}], 'urls': [], 'media': [{'id': 1038100153335533568, 'id_str': '1038100153335533568', 'indices': [262, 285], 'media_url': 'http://pbs.twimg.com/media/DmgSluDX0AAO17o.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DmgSluDX0AAO17o.jpg', 'url': 'https://t.co/YwvMNYONMB', 'display_url': 'pic.twitter.com/YwvMNYONMB', 'expanded_url': 'https://twitter.com/crthebrand/status/1038100157060067328/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",modeling runway clothes daily way life example step door room happy friday nike kaepernick justdoit kaepernick nike nikesportswear nikewomen fridayfeeling fridaymotivation,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,760,490,FALSE,51053193,en,nike
Fri Sep 07 16:21:55 +0000 2018,"[0, 106]","{'hashtags': [{'text': 'Discounts365days', 'indices': [79, 96]}, {'text': 'JustDoIt', 'indices': [97, 106]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1038099994715271168, 'id_str': '1038099994715271168', 'indices': [107, 130], 'media_url': 'http://pbs.twimg.com/media/DmgScfJWsAAJqqP.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DmgScfJWsAAJqqP.jpg', 'url': 'https://t.co/hwlxCLesVg', 'display_url': 'pic.twitter.com/hwlxCLesVg', 'expanded_url': 'https://twitter.com/BrandFactoryIND/status/1038100057642487808/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 800, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 800, 'h': 800, 'resize': 'fit'}}}]}",never broke shop favourite fashion brands discountsdays justdoit,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,243,4783,FALSE,804501012,en,Discounts365days
Fri Sep 07 16:21:54 +0000 2018,"[0, 61]","{'hashtags': [{'text': 'Justdoit', 'indices': [18, 27]}, {'text': 'Nike', 'indices': [28, 33]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/GIFmg85rAm', 'expanded_url': 'https://www.instagram.com/p/BnbnGnzlMPGfvvYC0Ce43fZpmZr99x5qnnw1rI0/?utm_source=ig_twitter_share&igshid=1c2m5o9ynggss', 'display_url': 'instagram.com/p/BnbnGnzlMPGf…', 'indices': [38, 61]}]}",kinda lady justdoit nike,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,15,79,FALSE,258403085,en,Justdoit
Fri Sep 07 16:21:41 +0000 2018,"[0, 50]","{'hashtags': [{'text': 'Justdoit', 'indices': [16, 25]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Vr4GIyGsoj', 'expanded_url': 'https://www.facebook.com/1363200535/posts/10218277945444379/', 'display_url': 'facebook.com/1363200535/pos…', 'indices': [27, 50]}]}",dream big amp justdoit,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,28,246,FALSE,2888891305,en,Justdoit
Fri Sep 07 16:21:39 +0000 2018,"[0, 168]","{'hashtags': [{'text': 'newyoutubers', 'indices': [63, 76]}, {'text': 'relationshipgoals', 'indices': [78, 96]}, {'text': 'JustDoIt', 'indices': [98, 107]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/W7JhYpHtXL', 'expanded_url': 'https://www.youtube.com/watch?v=huLB-A8vL1g', 'display_url': 'youtube.com/watch?v=huLB-A…', 'indices': [145, 168]}], 'media': [{'id': 1038099976381845504, 'id_str': '1038099976381845504', 'indices': [169, 192], 'media_url': 'http://pbs.twimg.com/media/DmgSba2U0AA8Z8i.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DmgSba2U0AA8Z8i.jpg', 'url': 'https://t.co/ltUmnsCxxZ', 'display_url': 'pic.twitter.com/ltUmnsCxxZ', 'expanded_url': 'https://twitter.com/_wyse_lalav/status/1038099992194568193/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 396, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1194, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 700, 'resize': 'fit'}}}]}",hey go check video lot fun cute newyoutubers relationshipgoals justdoit click link subscribe,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,575,514,FALSE,411002863,en,newyoutubers
Fri Sep 07 16:21:28 +0000 2018,"[0, 115]","{'hashtags': [{'text': 'JustDoIt', 'indices': [57, 66]}], 'symbols': [], 'user_mentions': [], 'urls': []}",nike got million free press hours justdoit campaign pays put balls line,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,3354,3710,FALSE,89155743,en,JustDoIt
Fri Sep 07 16:21:25 +0000 2018,"[17, 293]","{'hashtags': [{'text': 'NikeStrong', 'indices': [251, 262]}, {'text': 'JustDoIt', 'indices': [263, 272]}, {'text': 'TeamNike', 'indices': [273, 282]}, {'text': 'ImWithKap', 'indices': [283, 293]}], 'symbols': [], 'user_mentions': [{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [0, 16]}], 'urls': []}",realdonaldtrump thinking lets use talented football star whos blackballed asshole nfl owners take stand optimize ads reach minimal dollars genius move nike free publicity marketers dream nikestrong justdoit teamnike imwithkap,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,70,403,FALSE,34295011,en,NikeStrong
Fri Sep 07 16:21:12 +0000 2018,"[0, 82]","{'hashtags': [{'text': 'justdoit', 'indices': [27, 36]}, {'text': 'juststealit', 'indices': [37, 49]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Bravotv', 'name': 'Bravotv', 'id': 15169907, 'id_str': '15169907', 'indices': [50, 58]}, {'screen_name': 'BravoWWHL', 'name': 'WWHL', 'id': 251164136, 'id_str': '251164136', 'indices': [59, 69]}, {'screen_name': 'ParisHilton', 'name': 'Paris Hilton', 'id': 24929621, 'id_str': '24929621', 'indices': [70, 82]}], 'urls': [], 'media': [{'id': 1038099814980956162, 'id_str': '1038099814980956162', 'indices': [83, 106], 'media_url': 'http://pbs.twimg.com/media/DmgSSBlWsAIlsnW.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DmgSSBlWsAIlsnW.jpg', 'url': 'https://t.co/8xShKr0SYq', 'display_url': 'pic.twitter.com/8xShKr0SYq', 'expanded_url': 'https://twitter.com/kjlawlor3/status/1038099877211922432/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1000, 'h': 1000, 'resize': 'fit'}, 'medium': {'w': 1000, 'h': 1000, 'resize': 'fit'}}}]}",stole goddamn house justdoit juststealit bravotv bravowwhl parishilton,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,575,331,FALSE,167540418,en,justdoit
Fri Sep 07 16:21:09 +0000 2018,"[0, 91]","{'hashtags': [{'text': 'legday', 'indices': [25, 32]}, {'text': 'justdoit', 'indices': [33, 42]}, {'text': 'flexfriday', 'indices': [43, 54]}, {'text': 'berkhansays', 'indices': [55, 67]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6o3ktraCCu', 'expanded_url': 'https://www.instagram.com/p/BnbnBDMA9gA/?utm_source=ig_twitter_share&igshid=1potvosfjrk5g', 'display_url': 'instagram.com/p/BnbnBDMA9gA/…', 'indices': [68, 91]}]}",dont skip leg day yall legday justdoit flexfriday berkhansays,1.0381E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,131,31850,FALSE,105285304,en,legday
