tweet_created_at,tweet_display_text_range,tweet_entities,Text,tweet_id,tweet_lang,tweet_metadata,ReplyCount,LikeCount,user_followers_count,user_following,user_id,user_lang,hashtag
Fri Sep 07 07:40:15 +0000 2018,"[0, 141]","{'hashtags': [{'text': 'JustDoIt', 'indices': [68, 77]}, {'text': 'Pigs', 'indices': [78, 83]}, {'text': 'Piggery', 'indices': [84, 92]}, {'text': 'PigFarming', 'indices': [93, 104]}, {'text': 'Agriculture', 'indices': [105, 117]}, {'text': 'Farming', 'indices': [119, 127]}, {'text': 'AnimalFarmNg', 'indices': [128, 141]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1037968716795928576, 'id_str': '1037968716795928576', 'indices': [142, 165], 'media_url': 'http://pbs.twimg.com/media/DmebDGyW4AABf1U.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DmebDGyW4AABf1U.jpg', 'url': 'https://t.co/J5XREODou0', 'display_url': 'pic.twitter.com/J5XREODou0', 'expanded_url': 'https://twitter.com/AnimalFarmNg/status/1037968776094994433/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}}}]}",follow passion even people think make sense justdoit pigs piggery pigfarming agriculture farming animalfarmng,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",2,54,170,FALSE,184341557,en,JustDoIt
Fri Sep 07 07:39:56 +0000 2018,"[19, 83]","{'hashtags': [{'text': 'justdoit', 'indices': [54, 63]}, {'text': 'standforwhatsright', 'indices': [64, 83]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Kaepernick7', 'name': 'Colin Kaepernick', 'id': 45055696, 'id_str': '45055696', 'indices': [0, 12]}, {'screen_name': 'Nike', 'name': 'Nike', 'id': 415859364, 'id_str': '415859364', 'indices': [13, 18]}], 'urls': []}",kaepernick nike love nike standing tall justdoit standforwhatsright,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,1903,74,FALSE,8.50E+17,de,justdoit
Fri Sep 07 07:39:54 +0000 2018,"[0, 72]","{'hashtags': [{'text': 'justdoit', 'indices': [19, 28]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/qQj0SMmKju', 'expanded_url': 'https://www.instagram.com/p/BnarXVoDICe/?utm_source=ig_twitter_share&igshid=1f3vbf2m725za', 'display_url': 'instagram.com/p/BnarXVoDICe/…', 'indices': [49, 72]}]}",yall trip man justdoit montbello denver,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,571,554,FALSE,481130702,en,justdoit
Fri Sep 07 07:39:30 +0000 2018,"[0, 35]","{'hashtags': [{'text': 'justdoit', 'indices': [8, 17]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Nike', 'name': 'Nike', 'id': 415859364, 'id_str': '415859364', 'indices': [0, 5]}], 'urls': [{'url': 'https://t.co/ZE9boCv4pQ', 'expanded_url': 'https://twitter.com/jlist/status/1037958780112330752', 'display_url': 'twitter.com/jlist/status/1…', 'indices': [36, 59]}]}",nikes justdoit meme gets dank,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,12155,898,FALSE,47155605,en,justdoit
Fri Sep 07 07:38:46 +0000 2018,"[0, 103]","{'hashtags': [{'text': 'Goosebumps', 'indices': [0, 11]}, {'text': 'Nike', 'indices': [26, 31]}, {'text': 'Swoosh', 'indices': [86, 93]}, {'text': 'Justdoit', 'indices': [94, 103]}], 'symbols': [], 'user_mentions': [{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [77, 85]}], 'urls': [{'url': 'https://t.co/znBJNIeqJW', 'expanded_url': 'https://youtu.be/Fq2CvmgoO7I', 'display_url': 'youtu.be/Fq2CvmgoO7I', 'indices': [49, 72]}]}",goosebumps watching nike ad dream crazy via youtube swoosh justdoit,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,1969,409,FALSE,23118929,en,Goosebumps
Fri Sep 07 07:38:37 +0000 2018,"[0, 112]","{'hashtags': [{'text': 'Racist', 'indices': [0, 7]}, {'text': 'Trump', 'indices': [8, 14]}, {'text': 'KanyeWest', 'indices': [37, 47]}, {'text': 'monkeythisup', 'indices': [48, 61]}, {'text': 'Nike', 'indices': [62, 67]}, {'text': 'JustDoIt', 'indices': [68, 77]}, {'text': 'BlackLivesMatter', 'indices': [78, 95]}, {'text': 'ColinKaepernick', 'indices': [96, 112]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1037967279248498689, 'id_str': '1037967279248498689', 'indices': [113, 136], 'media_url': 'http://pbs.twimg.com/media/DmeZvbgV4AENFn-.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DmeZvbgV4AENFn-.jpg', 'url': 'https://t.co/2Ye47gu8cf', 'display_url': 'pic.twitter.com/2Ye47gu8cf', 'expanded_url': 'https://twitter.com/erikjburch/status/1037968363903844353/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 535, 'h': 568, 'resize': 'fit'}, 'large': {'w': 535, 'h': 568, 'resize': 'fit'}, 'small': {'w': 535, 'h': 568, 'resize': 'fit'}}}]}",racist trump bad week kanyewest monkeythisup nike justdoit blacklivesmatter colinkaepernick,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,7041,3455,FALSE,7.01E+17,en,Racist
Fri Sep 07 07:37:43 +0000 2018,"[0, 128]","{'hashtags': [{'text': 'justdoit', 'indices': [102, 111]}, {'text': 'ColinKaepernick', 'indices': [112, 128]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Nike', 'name': 'Nike', 'id': 415859364, 'id_str': '415859364', 'indices': [96, 101]}], 'urls': []}",doesnt matter whether love loathe long talking nike justdoit colinkaepernick,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",1,666,66,FALSE,3786553095,en-GB,justdoit
Fri Sep 07 07:36:03 +0000 2018,"[0, 51]","{'hashtags': [{'text': 'Nike', 'indices': [33, 38]}, {'text': 'JustDoIt', 'indices': [39, 48]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1037967714835464192, 'id_str': '1037967714835464192', 'indices': [52, 75], 'media_url': 'http://pbs.twimg.com/media/DmeaIyMXgAAD67r.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DmeaIyMXgAAD67r.jpg', 'url': 'https://t.co/gfUMnXbMzO', 'display_url': 'pic.twitter.com/gfUMnXbMzO', 'expanded_url': 'https://twitter.com/AkanchaS/status/1037967720485187584/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 678, 'h': 960, 'resize': 'fit'}, 'small': {'w': 480, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 678, 'h': 960, 'resize': 'fit'}}}]}",whoever made adore nike justdoit,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",1,6753,6607,FALSE,44323005,en,Nike
Fri Sep 07 07:35:49 +0000 2018,"[0, 253]","{'hashtags': [{'text': 'laffmattazz', 'indices': [185, 197]}, {'text': 'laffmattazzabeokuta2018', 'indices': [198, 222]}, {'text': 'JustDoIt', 'indices': [244, 253]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MrReal_Legbegbe', 'name': 'MR REAL MR LEGBEGBE', 'id': 333517780, 'id_str': '333517780', 'indices': [21, 37]}, {'screen_name': 'gbengaadeyinka', 'name': 'Gbenga Adeyinka 1st', 'id': 68011677, 'id_str': '68011677', 'indices': [228, 243]}], 'urls': [], 'media': [{'id': 1037967593930465280, 'id_str': '1037967593930465280', 'indices': [254, 277], 'media_url': 'http://pbs.twimg.com/media/DmeaBvyXoAAS8Wh.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DmeaBvyXoAAS8Wh.jpg', 'url': 'https://t.co/xuawMBDxyR', 'display_url': 'pic.twitter.com/xuawMBDxyR', 'expanded_url': 'https://twitter.com/vuchi_/status/1037967660401807360/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}}]}",abeokuta get ready bringing fire gateway city laffmattazz loud abeokuta oct dont wan na told check flyer details laffmattazz laffmattazzabeokuta ccgbengaadeyinka justdoit,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",1,3088,1659,FALSE,8.89E+17,en,laffmattazz
Fri Sep 07 07:35:20 +0000 2018,"[0, 132]","{'hashtags': [{'text': 'justdoit', 'indices': [40, 49]}], 'symbols': [], 'user_mentions': [], 'urls': []}",getting old old stop justdoit memes please beg many non funny people good niiight,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,4415,558,FALSE,1442124541,en,justdoit
Fri Sep 07 07:34:20 +0000 2018,"[0, 92]","{'hashtags': [{'text': 'JustDoIt', 'indices': [71, 80]}, {'text': 'KeepGoing', 'indices': [82, 92]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1037967285250445317, 'id_str': '1037967285250445317', 'indices': [93, 116], 'media_url': 'http://pbs.twimg.com/media/DmeZvx3UUAUInA0.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DmeZvx3UUAUInA0.jpg', 'url': 'https://t.co/XO3GUkEkKU', 'display_url': 'pic.twitter.com/XO3GUkEkKU', 'expanded_url': 'https://twitter.com/AndyVanDyke/status/1037967288413106177/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 800, 'h': 800, 'resize': 'fit'}, 'medium': {'w': 800, 'h': 800, 'resize': 'fit'}}}]}",success walking failure failure loss enthusiasm justdoit keepgoing,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,8803,103961,FALSE,182631148,en,JustDoIt
Fri Sep 07 07:34:16 +0000 2018,"[0, 271]","{'hashtags': [{'text': 'np', 'indices': [60, 63]}, {'text': 'BlackLivesMatters', 'indices': [64, 82]}, {'text': 'FreedomOfSpeech', 'indices': [83, 99]}, {'text': 'JustDoIt', 'indices': [100, 109]}, {'text': 'music', 'indices': [110, 116]}, {'text': 'VIDEOS', 'indices': [117, 124]}, {'text': 'MiA2', 'indices': [125, 130]}, {'text': 'GMT', 'indices': [131, 135]}, {'text': 'Leadership', 'indices': [136, 147]}, {'text': 'hiphop', 'indices': [148, 155]}, {'text': 'hiphopjunkie', 'indices': [156, 169]}, {'text': 'lyricist', 'indices': [172, 181]}, {'text': 'GMT', 'indices': [182, 186]}, {'text': 'ObamaLegacy', 'indices': [187, 199]}, {'text': 'HeritageMonth', 'indices': [200, 214]}, {'text': 'AGOD', 'indices': [216, 221]}, {'text': 'HipHopEd', 'indices': [222, 231]}, {'text': 'London', 'indices': [232, 239]}, {'text': 'music', 'indices': [240, 246]}], 'symbols': [], 'user_mentions': [{'screen_name': 'agodgmt', 'name': 'Golden Money Team Music Group', 'id': 48393979, 'id_str': '48393979', 'indices': [0, 8]}], 'urls': [], 'media': [{'id': 1031615079744249857, 'id_str': '1031615079744249857', 'indices': [248, 271], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1031615079744249857/pu/img/0bNyEfM-jrEF45GN.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1031615079744249857/pu/img/0bNyEfM-jrEF45GN.jpg', 'url': 'https://t.co/t4t6XH0RYN', 'display_url': 'pic.twitter.com/t4t6XH0RYN', 'expanded_url': 'https://twitter.com/agodgmt/status/1031615223327858717/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1031615223327858717, 'source_status_id_str': '1031615223327858717', 'source_user_id': 48393979, 'source_user_id_str': '48393979'}]}",agodgmt hard meis real gets agod np blacklivesmatters freedomofspeech justdoit music videos mia gmt leadership hiphop hiphopjunkie lyricist gmt obamalegacy heritagemonth agod hiphoped london music,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,8238,1732,FALSE,48393979,en,np
Fri Sep 07 07:32:59 +0000 2018,"[0, 264]","{'hashtags': [{'text': 'Marketing', 'indices': [200, 210]}, {'text': 'webtraffic', 'indices': [213, 224]}, {'text': 'NP', 'indices': [225, 228]}, {'text': 'JustDoIt', 'indices': [229, 238]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1036327911224221696, 'id_str': '1036327911224221696', 'indices': [241, 264], 'media_url': 'http://pbs.twimg.com/media/DmHGvptXoAAYy9U.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DmHGvptXoAAYy9U.jpg', 'url': 'https://t.co/uUSzRW1SS0', 'display_url': 'pic.twitter.com/uUSzRW1SS0', 'expanded_url': 'https://twitter.com/agodgmt/status/1036327920745242624/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 850, 'h': 969, 'resize': 'fit'}, 'small': {'w': 596, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 850, 'h': 969, 'resize': 'fit'}}, 'source_status_id': 1036327920745242624, 'source_status_id_str': '1036327920745242624', 'source_user_id': 48393979, 'source_user_id_str': '48393979'}]}",gmt social network marketing fake numbers bots specializing organic marketing promoting brand directing traffic websites pure promotion around clock marketing webtraffic np justdoit,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,8238,1732,FALSE,48393979,en,Marketing
Fri Sep 07 07:32:20 +0000 2018,"[0, 264]","{'hashtags': [{'text': 'Listen', 'indices': [91, 98]}, {'text': 'message', 'indices': [111, 119]}, {'text': 'GMTLIFE', 'indices': [125, 133]}, {'text': 'music', 'indices': [134, 140]}, {'text': 'Djokovic', 'indices': [141, 150]}, {'text': 'worldstar', 'indices': [155, 165]}, {'text': 'BlackLivesMatters', 'indices': [166, 184]}, {'text': 'YouTubers', 'indices': [185, 195]}, {'text': 'JustDoIt', 'indices': [196, 205]}, {'text': 'HipHopEd', 'indices': [206, 215]}, {'text': 'hiphopjunkie', 'indices': [216, 229]}, {'text': 'AGOD', 'indices': [230, 235]}, {'text': 'GMT', 'indices': [236, 240]}], 'symbols': [], 'user_mentions': [{'screen_name': 'agodgmt', 'name': 'Golden Money Team Music Group', 'id': 48393979, 'id_str': '48393979', 'indices': [0, 8]}], 'urls': [], 'media': [{'id': 1034500162276732929, 'id_str': '1034500162276732929', 'indices': [241, 264], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1034500162276732929/pu/img/aG9dIVe-8EROfc12.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1034500162276732929/pu/img/aG9dIVe-8EROfc12.jpg', 'url': 'https://t.co/ZnMIvKdUe6', 'display_url': 'pic.twitter.com/ZnMIvKdUe6', 'expanded_url': 'https://twitter.com/agodgmt/status/1034500298755239937/video/1', 'type': 'photo', 'sizes': {'small': {'w': 480, 'h': 480, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 480, 'h': 480, 'resize': 'fit'}, 'medium': {'w': 480, 'h': 480, 'resize': 'fit'}}, 'source_status_id': 1034500298755239937, 'source_status_id_str': '1034500298755239937', 'source_user_id': 48393979, 'source_user_id_str': '48393979'}]}",agodgmt agod hard best message delivered rap artist listen message gmtlife music djokovic worldstar blacklivesmatters youtubers justdoit hiphoped hiphopjunkie agod gmt,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,8238,1732,FALSE,48393979,en,Listen
Fri Sep 07 07:31:58 +0000 2018,"[0, 27]","{'hashtags': [{'text': 'JustDoIt', 'indices': [18, 27]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1037966681639931904, 'id_str': '1037966681639931904', 'indices': [28, 51], 'media_url': 'http://pbs.twimg.com/media/DmeZMpPW0AAOhWW.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DmeZMpPW0AAOhWW.jpg', 'url': 'https://t.co/MlnnIGH01Q', 'display_url': 'pic.twitter.com/MlnnIGH01Q', 'expanded_url': 'https://twitter.com/SnoaH_/status/1037966692067037184/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 900, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1536, 'h': 2048, 'resize': 'fit'}}}]}",thanks mayonnaise justdoit,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,3257,1198,FALSE,118208837,en,JustDoIt
Fri Sep 07 07:31:12 +0000 2018,"[0, 47]","{'hashtags': [{'text': 'justdoit', 'indices': [38, 47]}], 'symbols': [], 'user_mentions': [], 'urls': []}",cheat cause hoes aint loyal justdoit,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,17903,1410,FALSE,318741142,en,justdoit
Fri Sep 07 07:31:08 +0000 2018,"[42, 91]","{'hashtags': [{'text': 'JustDoIt', 'indices': [82, 91]}], 'symbols': [], 'user_mentions': [{'screen_name': 'jegedeoluwafem2', 'name': 'jegede oluwafemi', 'id': 385033417, 'id_str': '385033417', 'indices': [0, 16]}, {'screen_name': 'iamkelofficial', 'name': 'Kelechi Anyaso', 'id': 101300338, 'id_str': '101300338', 'indices': [17, 32]}, {'screen_name': 'Chevron', 'name': 'Chevron', 'id': 21021891, 'id_str': '21021891', 'indices': [33, 41]}], 'urls': []}",jegedeoluwafem iamkelofficial chevron forget country limitations justdoit,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,398,466,FALSE,221449249,en,JustDoIt
Fri Sep 07 07:30:12 +0000 2018,"[15, 245]","{'hashtags': [{'text': 'kavanaugh', 'indices': [107, 117]}, {'text': 'SCOTUS', 'indices': [132, 139]}, {'text': 'stopkavanaugh', 'indices': [207, 221]}, {'text': 'JustDoIt', 'indices': [223, 232]}], 'symbols': [], 'user_mentions': [{'screen_name': 'wesley_jordan', 'name': 'Wes Jordan✌💙', 'id': 18698555, 'id_str': '18698555', 'indices': [0, 14]}, {'screen_name': 'SenatorCollins', 'name': 'Sen. Susan Collins', 'id': 19726613, 'id_str': '19726613', 'indices': [15, 30]}, {'screen_name': 'lisamurkowski', 'name': 'Sen. Lisa Murkowski', 'id': 18061669, 'id_str': '18061669', 'indices': [31, 45]}, {'screen_name': 'MomsDemand', 'name': 'Moms Demand Action', 'id': 1017637447, 'id_str': '1017637447', 'indices': [234, 245]}], 'urls': []}",senatorcollins lisamurkowski ladies expect honor womens rights thus denying kavanaugh lifetime scotus would turn clock back far one item stopkavanaugh justdoit momsdemand,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,11627,98,FALSE,119714977,en,kavanaugh
Fri Sep 07 07:29:52 +0000 2018,"[0, 280]","{'hashtags': [{'text': 'JustDoIt', 'indices': [122, 131]}, {'text': 'FillUp', 'indices': [241, 248]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/8KFnaqkA0i', 'expanded_url': 'https://twitter.com/Hluvuko_za/status/1037963287332376576', 'display_url': 'twitter.com/Hluvuko_za/sta…', 'indices': [281, 304]}]}",classified intellectual property law dont need school figure way justdoit trademarked nike maybe go ask really went school way public knowledge fillup associated casss brand,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,460,1341,FALSE,142101410,en,JustDoIt
Fri Sep 07 07:29:49 +0000 2018,"[0, 91]","{'hashtags': [{'text': 'nike', 'indices': [40, 45]}, {'text': 'justdoit', 'indices': [46, 55]}, {'text': 'justdoit', 'indices': [56, 65]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/zORwT0jLTT', 'expanded_url': 'https://www.instagram.com/p/BnaqNPGhycz/?utm_source=ig_twitter_share&igshid=34da657mj3nm', 'display_url': 'instagram.com/p/BnaqNPGhycz/…', 'indices': [68, 91]}]}",lol high made bruh nike justdoit justdoit,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,243,755,FALSE,330729847,en,nike
Fri Sep 07 07:29:35 +0000 2018,"[0, 258]","{'hashtags': [{'text': 'AGOD', 'indices': [122, 127]}, {'text': 'Love', 'indices': [128, 133]}, {'text': 'hiphopmusic', 'indices': [134, 146]}, {'text': 'np', 'indices': [147, 150]}, {'text': 'MusicVideos', 'indices': [151, 163]}, {'text': 'GMTLIFE', 'indices': [164, 172]}, {'text': 'RapMusic', 'indices': [175, 184]}, {'text': 'hiphop', 'indices': [185, 192]}, {'text': 'GMT', 'indices': [194, 198]}, {'text': 'JustDoIt', 'indices': [199, 208]}, {'text': 'EminemDiss', 'indices': [209, 220]}, {'text': 'HipHopEd', 'indices': [221, 230]}, {'text': 'np', 'indices': [231, 234]}], 'symbols': [], 'user_mentions': [{'screen_name': 'agodgmt', 'name': 'Golden Money Team Music Group', 'id': 48393979, 'id_str': '48393979', 'indices': [19, 27]}, {'screen_name': 'Eminem', 'name': 'Marshall Mathers', 'id': 22940219, 'id_str': '22940219', 'indices': [87, 94]}], 'urls': [], 'media': [{'id': 1029964547774238720, 'id_str': '1029964547774238720', 'indices': [235, 258], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1029964547774238720/pu/img/xilK5yNJmVYiYWlb.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1029964547774238720/pu/img/xilK5yNJmVYiYWlb.jpg', 'url': 'https://t.co/NpnVO8fKOB', 'display_url': 'pic.twitter.com/NpnVO8fKOB', 'expanded_url': 'https://twitter.com/agodgmt/status/1029964869586640896/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1029964869586640896, 'source_status_id_str': '1029964869586640896', 'source_user_id': 48393979, 'source_user_id_str': '48393979'}]}",new video singleagodgmt agod animal eminem cant eventhrow shade eminem history agod love hiphopmusic np musicvideos gmtlife rapmusic hiphop gmt justdoit eminemdiss hiphoped np,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,8238,1732,FALSE,48393979,en,AGOD
Fri Sep 07 07:29:19 +0000 2018,"[0, 140]","{'hashtags': [{'text': 'SACRIFICE', 'indices': [46, 56]}, {'text': 'JUSTDOIT', 'indices': [89, 98]}, {'text': 'NIKE', 'indices': [99, 104]}, {'text': 'KAEPERNICK', 'indices': [105, 116]}], 'symbols': [], 'user_mentions': [{'screen_name': 'El_Philthmoor', 'name': 'The Red Pillar', 'id': 14343672, 'id_str': '14343672', 'indices': [13, 27]}], 'urls': [{'url': 'https://t.co/QZV29Dd06M', 'expanded_url': 'https://youtu.be/ONwZ7uHDnIE', 'display_url': 'youtu.be/ONwZ7uHDnIE', 'indices': [117, 140]}]}",new video phill moreland sacrifice ft cambatta blue pill red pill justdoit nike kaepernick,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,647,223,FALSE,4144414827,en,SACRIFICE
Fri Sep 07 07:29:10 +0000 2018,"[0, 218]","{'hashtags': [{'text': 'justdoit', 'indices': [157, 166]}, {'text': 'iStandWithNike', 'indices': [167, 182]}, {'text': 'ColinKaepernick', 'indices': [183, 199]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Nike', 'name': 'Nike', 'id': 415859364, 'id_str': '415859364', 'indices': [200, 205]}, {'screen_name': 'Kaepernick7', 'name': 'Colin Kaepernick', 'id': 45055696, 'id_str': '45055696', 'indices': [206, 218]}], 'urls': []}",yall remember trying change laws white kids didnt stand recite pledge allegiance schoolyea justdoit istandwithnike colinkaepernick nike kaepernick,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,44211,1765,FALSE,71163570,en,justdoit
Fri Sep 07 07:29:03 +0000 2018,"[0, 275]","{'hashtags': [{'text': 'Nike', 'indices': [49, 54]}, {'text': 'JustDoIt', 'indices': [266, 275]}], 'symbols': [], 'user_mentions': [], 'urls': []}",cant believe morons still bitching nike yet gun laws still killing kids schools white people still wasting police time president still sucking life country acting like year old twitter justdoit,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,1520,54,FALSE,37870875,en,Nike
Fri Sep 07 07:28:43 +0000 2018,"[0, 56]","{'hashtags': [{'text': 'justdoit', 'indices': [17, 26]}, {'text': 'nike', 'indices': [27, 32]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/z1hsoyMbVu', 'expanded_url': 'https://www.instagram.com/p/BnaqFh1BXyS/?utm_source=ig_twitter_share&igshid=183tfv1ljdhz7', 'display_url': 'instagram.com/p/BnaqFh1BXyS/…', 'indices': [33, 56]}]}",bruh bored justdoit nike,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,243,755,FALSE,330729847,en,justdoit
Fri Sep 07 07:28:32 +0000 2018,"[0, 81]","{'hashtags': [{'text': 'swoosh', 'indices': [51, 58]}, {'text': 'JustDoIt', 'indices': [72, 81]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/nWtweg9Exa', 'expanded_url': 'https://twitter.com/darrenrovell/status/1037388324917469184', 'display_url': 'twitter.com/darrenrovell/s…', 'indices': [82, 105]}]}",ive cried twice power marketingbig swoosh right justdoit,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,6517,455,FALSE,16148452,en,swoosh
Fri Sep 07 07:28:28 +0000 2018,"[17, 262]","{'hashtags': [{'text': 'BoycottNike', 'indices': [33, 45]}, {'text': 'JustDoIt', 'indices': [154, 163]}, {'text': 'ToucheNike', 'indices': [227, 238]}], 'symbols': [], 'user_mentions': [{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [0, 16]}], 'urls': [{'url': 'https://t.co/ZJHJs9NZWO', 'expanded_url': 'https://www.businessinsider.com/nike-boycott-is-dying-data-shows-2018-9', 'display_url': 'businessinsider.com/nike-boycott-i…', 'indices': [239, 262]}]}",realdonaldtrump trump amp boycottnike supporters helped contribute million media exposure brand already received justdoit campaign cant buy level stupidity everyday touchenike,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",4,19237,1299,FALSE,3145521540,en,BoycottNike
Fri Sep 07 07:28:14 +0000 2018,"[0, 212]","{'hashtags': [{'text': 'YouAreDoingAmazingSweetie', 'indices': [176, 202]}, {'text': 'JustDoIt', 'indices': [203, 212]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/TAQdGSpFYL', 'expanded_url': 'https://twitter.com/atspace/status/1037721435232501763', 'display_url': 'twitter.com/atspace/status…', 'indices': [213, 236]}]}",travelling enriching amp liberating experience paying rent anyone whos chosen stay parents whilst travelling amp seeing world youaredoingamazingsweetie justdoit,1.03797E+18,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,469,760,FALSE,44907387,en,YouAreDoingAmazingSweetie
